City,Company,Size,Type,Revenue,Headquarter,Founded,Industry,Job,Internship,Base_Pay,Low,25_%,75_%,High,Additional_Pay_Avg,Cash_Bonus,Stock_Bonus,Total_Pay,Confidence,Reviews,Jobs,Salaries,Interviews,Benefits
"San Diego, CA",Ezoic,51 to 200 Employees,Company - Private,$100 to $500 million (USD),"Carlsbad, CA",2010.0,Research & Development,"Ezoic Data Scientist Salaries in San Diego, CA Area",0,"$87,400 - $95,288",0,0,0,0,0,0,0,0,Low Confidence,29,21,65,29,14
"san francisco, ca",Facebook,10000+ Employees,Company - Public (FB),$10+ billion (USD),"Menlo Park, CA",2004.0,Internet,"Facebook Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$89,452",$60K,0,0,$128K,0,0,0,"$89,452",Very High Confidence,8.3k,7.1k,0,8.0k,2.8k
"san francisco, ca",Facebook,10000+ Employees,Company - Public (FB),$10+ billion (USD),"Menlo Park, CA",2004.0,Internet,"Facebook Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$89,452",$60K,0,0,$128K,0,0,0,"$89,452",Very High Confidence,8.3k,7.1k,0,8.0k,2.8k
"san francisco, ca",Facebook,10000+ Employees,Company - Public (FB),$10+ billion (USD),"Menlo Park, CA",2004.0,Internet,"Facebook Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$89,452",$60K,0,0,$128K,0,0,0,"$89,452",Very High Confidence,8.3k,7.1k,31k,8.0k,2.8k
"san francisco, ca",Autodesk,10000+ Employees,Company - Public (ADSK ),$2 to $5 billion (USD),"San Rafael, CA",1982.0,Computer Hardware & Software,"Autodesk Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$95,505",$84K,$87K,$99K,$100K,0,0,0,"$95,505",Low Confidence,3.0k,661,0,663,1.2k
"san francisco, ca",TrueCar,501 to 1000 Employees,Company - Public (TRUE),$100 to $500 million (USD),"Santa Monica, CA",2005.0,Internet,"TrueCar Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$84,459 - $84,743",0,0,0,0,0,0,0,0,Low Confidence,321,22,0,101,141
"san francisco, ca",Ancestry,1001 to 5000 Employees,Company - Private,$1 to $2 billion (USD),"Lehi, UT",1985.0,Internet,"Ancestry Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$93,819 - $101,169",0,0,0,0,0,0,0,0,Low Confidence,573,70,0,232,299
"san francisco, ca",Glassdoor,501 to 1000 Employees,Company - Private,Unknown / Non-Applicable,"San Francisco, CA",2007.0,Internet,"Glassdoor Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$48,412 - $93,325",0,0,0,0,0,0,0,0,Low Confidence,840,242,0,1.0k,526
"san francisco, ca",Stitch Fix,5001 to 10000 Employees,Company - Public (SFIX),$500 million to $1 billion (USD),"San Francisco, CA",2011.0,Other Retail Stores,"Stitch Fix Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$54,612 - $128,402",0,0,0,0,0,0,0,0,Low Confidence,1.5k,97,0,590,371
"san francisco, ca",Twitter,1001 to 5000 Employees,Company - Public (TWTR),$2 to $5 billion (USD),"San Francisco, CA",2006.0,Internet,"Twitter Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$97,604 - $111,689",0,0,0,0,"$26,915",0,0,0,Low Confidence,1.3k,41,0,1.2k,590
"san francisco, ca",Verisk Analytics,5001 to 10000 Employees,Company - Public (VRSK),$2 to $5 billion (USD),"Jersey City, NJ",1971.0,Research & Development,"Verisk Analytics Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$67,219 - $72,768",0,0,0,0,0,0,0,0,Low Confidence,529,278,0,134,218
"san francisco, ca",Branch,201 to 500 Employees,Company - Private,Unknown / Non-Applicable,"Redwood City, CA",2014.0,Computer Hardware & Software,"Branch Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$83,459 - $91,343",0,0,0,0,0,0,0,0,Low Confidence,239,193,0,143,23
"san francisco, ca",Lyft,5001 to 10000 Employees,Company - Public (LYFT),Unknown / Non-Applicable,"San Francisco, CA",2012.0,Computer Hardware & Software,"Lyft Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$129,601 - $150,833",0,0,0,0,0,0,0,0,Low Confidence,3.1k,43k,0,1.3k,615
"san francisco, ca",Kaiser Permanente,10000+ Employees,Nonprofit Organization,$10+ billion (USD),"Oakland, CA",1945.0,Health Care Services & Hospitals,"Kaiser Permanente Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$55,018 - $62,658",0,0,0,0,0,0,0,0,Low Confidence,10k,6.6k,0,1.8k,3.8k
"san francisco, ca",Turo,201 to 500 Employees,Company - Private,Unknown / Non-Applicable,"San Francisco, CA",2009.0,Internet,"Turo Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$51,229 - $67,589",0,0,0,0,0,0,0,0,Low Confidence,221,68,0,116,53
"san francisco, ca",Salesforce,10000+ Employees,Company - Public (CRM),$10+ billion (USD),"San Francisco, CA",1999.0,Enterprise Software & Network Solutions,"Salesforce Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$100,596 - $116,051",0,0,0,0,0,0,0,0,Low Confidence,10k,14k,0,7.6k,4.1k
"san francisco, ca",Airbnb,5001 to 10000 Employees,Company - Public (ABNB),Unknown / Non-Applicable,"San Francisco, CA",2008.0,Internet,"Airbnb Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$103,872 - $123,266",0,0,0,0,"$54,452",0,0,0,Low Confidence,1.8k,93,0,1.0k,657
"san francisco, ca",Asana,501 to 1000 Employees,Company - Public (ASAN),Unknown / Non-Applicable,"San Francisco, CA",2008.0,Enterprise Software & Network Solutions,"Asana Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$122,203 - $156,824",0,0,0,0,"$42,142",0,0,0,Low Confidence,345,174,0,393,90
"san francisco, ca",Electronic Arts,5001 to 10000 Employees,Company - Public (EA),$2 to $5 billion (USD),"Redwood City, CA",1982.0,Video Games,"Electronic Arts Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$96,829 - $110,030",0,0,0,0,0,0,0,0,Low Confidence,3.0k,895,0,754,852
"san francisco, ca",Uber,10000+ Employees,Company - Public (UBER),$10+ billion (USD),"San Francisco, CA",2009.0,Internet,"Uber Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$36,846 - $98,013",0,0,0,0,0,0,0,0,Low Confidence,16k,173k,0,4.0k,3.9k
"san francisco, ca",LendUp,51 to 200 Employees,Company - Private,Unknown / Non-Applicable,"Oakland, CA",2012.0,Lending,"LendUp Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$45,330 - $101,555",0,0,0,0,0,0,0,0,Low Confidence,100,0,0,71,58
"san francisco, ca",StumbleUpon,51 to 200 Employees,Company - Private,$5 to $10 million (USD),"San Francisco, CA",2001.0,Internet,"StumbleUpon Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$92,628 - $106,710",0,0,0,0,0,0,0,0,Low Confidence,48,0,0,14,14
"san francisco, ca",Lawrence Livermore National Laboratory,5001 to 10000 Employees,Government,$1 to $2 billion (USD),"Livermore, CA",1952.0,Federal Agencies,"Lawrence Livermore National Laboratory Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$52,324 - $69,412",0,0,0,0,0,0,0,0,Low Confidence,1.1k,375,0,176,369
"san francisco, ca",Walmart eCommerce,1001 to 5000 Employees,Subsidiary or Business Segment,$10+ billion (USD),"San Bruno, CA",2000.0,Internet,"Walmart eCommerce Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$95,637 - $104,692",0,0,0,0,0,0,0,0,Low Confidence,1.6k,0,0,456,829
"san francisco, ca",Meltwater,1001 to 5000 Employees,Company - Private,Unknown / Non-Applicable,"San Francisco, CA",2001.0,Advertising & Marketing,"Meltwater Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$68,473 - $74,486",0,0,0,0,0,0,0,0,Low Confidence,911,260,0,619,171
"san francisco, ca",University of California Berkeley,10000+ Employees,College / University,$500 million to $1 billion (USD),"Berkeley, CA",1682.0,Colleges & Universities,"University of California Berkeley Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$60,424 - $66,275",0,0,0,0,0,0,0,0,Low Confidence,3.3k,6,0,374,641
"san francisco, ca",Ball Aerospace,1001 to 5000 Employees,Subsidiary or Business Segment,$500 million to $1 billion (USD),"Boulder, CO",1956.0,Aerospace & Defense,"Ball Aerospace Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$50,691 - $54,913",0,0,0,0,0,0,0,0,Low Confidence,385,507,0,73,165
"san francisco, ca",Splunk,5001 to 10000 Employees,Company - Public (SPLK),$1 to $2 billion (USD),"San Francisco, CA",2003.0,Enterprise Software & Network Solutions,"Splunk Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$91,446 - $99,956",0,0,0,0,0,0,0,0,Low Confidence,957,4.4k,0,548,308
"san francisco, ca",Beyond the Arc,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,"Berkeley, CA",,Consulting,"Beyond the Arc Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$32,338 - $35,374",0,0,0,0,0,0,0,0,Low Confidence,10,0,0,1,0
"san francisco, ca",Zeus,201 to 500 Employees,Company - Private,Unknown / Non-Applicable,"San Francisco, CA",2015.0,Real Estate,"Zeus Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$62,122 - $66,670",0,0,0,0,0,0,0,0,Low Confidence,52,13,0,41,21
"san francisco, ca",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"san francisco, ca",Lumiata,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,"San Mateo, CA",2013.0,Enterprise Software & Network Solutions,"Lumiata Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$54,913 - $59,007",0,0,0,0,0,0,0,0,Low Confidence,25,1,0,8,7
"san francisco, ca",GoPro,1001 to 5000 Employees,Company - Public (GPRO),$1 to $2 billion (USD),"San Mateo, CA",2002.0,Consumer Products Manufacturing,"GoPro Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$104,446 - $111,727",0,0,0,0,0,0,0,0,Low Confidence,392,37,0,141,177
"san francisco, ca",First Republic Bank,5001 to 10000 Employees,Company - Public (FRC),$2 to $5 billion (USD),"San Francisco, CA",1985.0,Banks & Credit Unions,"First Republic Bank Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$61,254 - $66,522",0,0,0,0,0,0,0,0,Low Confidence,590,353,0,208,207
"san francisco, ca",Gap Inc.,10000+ Employees,Company - Public (GPS),$10+ billion (USD),"San Francisco, CA",1969.0,"Department, Clothing, & Shoe Stores","Gap Inc. Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$93,410 - $101,259",0,0,0,0,"$1,069",0,0,0,Low Confidence,1.6k,2.3k,0,234,564
"san francisco, ca",Autodesk,10000+ Employees,Company - Public (ADSK ),$2 to $5 billion (USD),"San Rafael, CA",1982.0,Computer Hardware & Software,"Autodesk Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$95,505",$84K,$87K,$99K,$100K,0,0,0,"$95,505",Low Confidence,3.0k,661,5.4k,663,1.2k
"san francisco, ca",Segment,201 to 500 Employees,Company - Private,Unknown / Non-Applicable,"San Francisco, CA",2011.0,Internet,"Segment Data Science Salaries in San Francisco, CA Area",0,"$174,273 - $190,676",0,0,0,0,0,0,0,0,Low Confidence,135,0,242,95,60
"san francisco, ca",Proteus Digital Health,201 to 500 Employees,Company - Private,Unknown / Non-Applicable,"Redwood City, CA",2001.0,Biotech & Pharmaceuticals,"Proteus Digital Health Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$57,993 - $63,023",0,0,0,0,0,0,0,0,Low Confidence,119,0,0,41,43
"san francisco, ca","U.S. District Court, Southern District of Ohio",201 to 500 Employees,Government,Unknown / Non-Applicable,"Columbus, OH",,0,"U.S. District Court, Southern District of Ohio Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$59,921 - $64,798",0,0,0,0,0,0,0,0,Low Confidence,350,0,0,6,10
"san francisco, ca",Placeholder,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,"Tunis, Tunisia",,0,"Placeholder Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$36,982 - $39,674",0,0,0,0,0,0,0,0,Low Confidence,4,0,0,0,1
"san francisco, ca",Gusto,1001 to 5000 Employees,Company - Private,Unknown / Non-Applicable,"San Francisco, CA",2011.0,Computer Hardware & Software,"Gusto Data Science Salaries in San Francisco, CA Area",0,"$101,341 - $109,030",0,0,0,0,0,0,0,0,Low Confidence,447,3,646,437,167
"san francisco, ca",Esurance,1001 to 5000 Employees,Subsidiary or Business Segment,$1 to $2 billion (USD),"San Francisco, CA",1999.0,Insurance Carriers,"Esurance Data Science Salaries in San Francisco, CA Area",INTERNSHIP,"$47,611 - $50,871",0,0,0,0,0,0,0,0,Low Confidence,730,1,0,209,278
"san jose, ca","Quora, Inc.",201 to 500 Employees,Company - Private,Unknown / Non-Applicable,"Mountain View, CA",2009.0,Internet,"Quora, Inc. Data Scientist Salaries in San Jose, CA Area",0,"$125,143",$115K,$119K,$146K,$167K,0,0,0,"$125,143",Very High Confidence,95,57,2.9k,194,36
"san jose, ca","Quora, Inc.",201 to 500 Employees,Company - Private,Unknown / Non-Applicable,"Mountain View, CA",2009.0,Internet,"Quora, Inc. Data Scientist Salaries in San Jose, CA Area",0,"$125,143",$115K,$119K,$146K,$167K,0,0,0,"$125,143",Very High Confidence,95,57,2.9k,194,36
"san jose, ca",Google,10000+ Employees,Company - Public (GOOG),$10+ billion (USD),"Mountain View, CA",1998.0,Internet,"Google Data Scientist Salaries in San Jose, CA Area",0,"$151,876",$100K,0,0,$233K,"$23,197","$23,197 Avg","$23,197 Avg","$151,876",Very High Confidence,25k,4.0k,64k,14k,6.4k
"san jose, ca",ServiceNow,10000+ Employees,Company - Public (NOW),$2 to $5 billion (USD),"Santa Clara, CA",2004.0,Enterprise Software & Network Solutions,"ServiceNow Data Scientist Salaries in San Jose, CA Area",0,"$109,960",$77K,$92K,$118K,$173K,"$22,247","$22,247 Avg","$22,247 Avg","$109,960",Very High Confidence,1.9k,2.3k,14k,820,669
"san jose, ca",Apple,10000+ Employees,Company - Public (AAPL),$10+ billion (USD),"Cupertino, CA",1976.0,Computer Hardware & Software,"Apple Data Scientist Salaries in San Jose, CA Area",0,"$163,288",$100K,$147K,$184K,$214K,"$13,887","$13,887 Avg","$13,887 Avg","$166,272",Very High Confidence,25k,0,77k,9.1k,8.4k
"san jose, ca",Cisco Systems,10000+ Employees,Company - Private,$10+ billion (USD),"San Jose, CA",1984.0,Computer Hardware & Software,"Cisco Systems Data Scientist Salaries in San Jose, CA Area",0,"$140,887",$109K,$127K,$177K,$190K,"$17,203","$17,203 Avg","$17,203 Avg","$145,549",Very High Confidence,25k,742,55k,4.6k,9.2k
"san jose, ca",MZ,501 to 1000 Employees,Company - Private,Unknown / Non-Applicable,"Palo Alto, CA",2008.0,Internet,"MZ Data Scientist Salaries in San Jose, CA Area",0,"$130,059",$113K,$113K,$153K,$170K,"$21,764","$21,764 Avg","$21,764 Avg","$130,059",Very High Confidence,306,26,1.3k,107,145
"san jose, ca",Walmart,10000+ Employees,Company - Public (WMT),$10+ billion (USD),"Bentonville, AR",1994.0,General Merchandise & Superstores,"Walmart Data Scientist Salaries in San Jose, CA Area",0,"$150,229",$112K,0,0,$190K,"$26,869","$26,869 Avg","$26,869 Avg","$150,229",Very High Confidence,77k,42k,109k,11k,15k
"san jose, ca",Adobe,10000+ Employees,Company - Public (ADBE),$5 to $10 billion (USD),"San Jose, CA",1982.0,Computer Hardware & Software,"Adobe Data Scientist Salaries in San Jose, CA Area",0,"$141,642",$125K,0,0,$200K,"$13,073","$13,073 Avg","$13,073 Avg","$141,642",Very High Confidence,6.3k,1.3k,12k,1.5k,2.5k
"san jose, ca",LinkedIn,10000+ Employees,Subsidiary or Business Segment,$5 to $10 billion (USD),"Sunnyvale, CA",2003.0,Internet,"LinkedIn Data Scientist Salaries in San Jose, CA Area",0,"$145,183",$125K,0,0,$166K,"$14,316","$14,316 Avg","$14,316 Avg","$145,183",Very High Confidence,4.5k,30,9.2k,2.1k,1.6k
"san jose, ca",Western Digital,10000+ Employees,Company - Public (WDC),$10+ billion (USD),"San Jose, CA",1970.0,Computer Hardware & Software,"Western Digital Data Scientist Salaries in San Jose, CA Area",0,"$120,689",$110K,$120K,$141K,$153K,"$10,990","$10,990 Avg","$10,990 Avg","$125,303",Very High Confidence,2.7k,1.3k,9.2k,671,1.0k
"san jose, ca",PayPal,10000+ Employees,Company - Public (PYPL),$10+ billion (USD),"San Jose, CA",1998.0,Internet,"PayPal Data Scientist Salaries in San Jose, CA Area",0,"$152,668",$120K,$136K,$159K,$193K,"$14,839","$14,839 Avg","$14,839 Avg","$155,084",Very High Confidence,5.2k,2.7k,11k,1.4k,2.1k
"san jose, ca",NVIDIA,10000+ Employees,Company - Public (NVDA),$5 to $10 billion (USD),"Santa Clara, CA",1993.0,Computer Hardware & Software,"NVIDIA Data Scientist Salaries in San Jose, CA Area",0,"$156,086",$119K,$119K,$198K,$198K,0,0,0,"$156,086",Very High Confidence,3.5k,1.7k,23k,1.5k,976
"san jose, ca",IBM,10000+ Employees,Company - Public (IBM),$10+ billion (USD),"Armonk, NY",1911.0,IT Services,"IBM Data Scientist Salaries in San Jose, CA Area",0,"$160,742",$135K,$156K,$188K,$227K,"$11,719","$9,055 Avg","$9,055 Avg","$163,880",Very High Confidence,76k,19k,127k,11k,22k
"san jose, ca",Ericsson-Worldwide,10000+ Employees,Company - Public (ERIC),$10+ billion (USD),"Stockholm, Sweden",1876.0,Telecommunications Services,"Ericsson-Worldwide Data Scientist Salaries in San Jose, CA Area",0,"$127,863",$113K,$121K,$133K,$166K,"$10,882","$10,882 Avg","$10,882 Avg","$127,863",Very High Confidence,14k,1.6k,17k,2.0k,4.9k
"san jose, ca",SAP,10000+ Employees,Company - Public (SAP),$10+ billion (USD),"Walldorf, Germany",1972.0,Computer Hardware & Software,"SAP Data Scientist Salaries in San Jose, CA Area",0,"$122,547",$105K,$117K,$126K,$144K,"$10,688","$10,688 Avg","$10,688 Avg","$124,190",Very High Confidence,21k,3.8k,25k,3.1k,6.1k
"san jose, ca",Pixalate,1 to 50 Employees,Company - Private,Less than $1 million (USD),"Playa Vista, CA",2012.0,Computer Hardware & Software,"Pixalate Data Scientist Salaries in San Jose, CA Area",0,"$138,681",$139K,0,0,$139K,0,0,0,"$138,681",Very High Confidence,12,31,59,9,4
"san jose, ca",Verizon Media,10000+ Employees,Subsidiary or Business Segment,Unknown / Non-Applicable,"New York, NY",,Internet,"Verizon Media Data Scientist Salaries in San Jose, CA Area",0,"$145,697",$120K,$137K,$149K,$149K,"$12,299","$12,299 Avg","$12,299 Avg","$148,568",Very High Confidence,997,165,3.2k,164,493
"san jose, ca",AgilOne,51 to 200 Employees,Company - Private,$10 to $25 million (USD),"Sunnyvale, CA",2007.0,Enterprise Software & Network Solutions,"AgilOne Data Scientist Salaries in San Jose, CA Area",0,"$99,166",$95K,0,0,$196K,0,0,0,"$99,166",Very High Confidence,56,0,165,24,17
"san jose, ca",AppZen,51 to 200 Employees,Company - Private,$1 to $5 million (USD),"San Jose, CA",2012.0,Financial Transaction Processing,"AppZen Data Scientist Salaries in San Jose, CA Area",0,"$142,258",$125K,$133K,$165K,$255K,"$16,323","$16,323 Avg","$16,323 Avg","$142,258",Very High Confidence,116,43,106,49,27
"san jose, ca",eBay,10000+ Employees,Company - Public,$10+ billion (USD),"San Jose, CA",1995.0,Internet,"eBay Data Scientist Salaries in San Jose, CA Area",0,"$139,499",$111K,$123K,$169K,$174K,"$17,353","$17,353 Avg","$17,353 Avg","$144,367",Very High Confidence,4.2k,0,10k,1.1k,1.5k
"san jose, ca",Scry Analytics,51 to 200 Employees,Company - Private,$1 to $5 million (USD),"Saratoga, CA",2014.0,Computer Hardware & Software,"Scry Analytics Data Scientist Salaries in San Jose, CA Area",0,"$120,915",$96K,$120K,$128K,$131K,0,0,0,"$120,915",Very High Confidence,33,0,36,8,4
"san jose, ca",Intel Corporation,10000+ Employees,Company - Public (INTC),$10+ billion (USD),"Santa Clara, CA",1968.0,Computer Hardware & Software,"Intel Corporation Data Scientist Salaries in San Jose, CA Area",0,"$151,779",$127K,$140K,$157K,$164K,"$16,572","$16,572 Avg","$16,572 Avg","$151,779",Very High Confidence,21k,4.5k,47k,4.7k,7.1k
"san jose, ca",Facebook,10000+ Employees,Company - Public (FB),$10+ billion (USD),"Menlo Park, CA",2004.0,Internet,"Facebook Data Scientist Salaries in San Jose, CA Area",0,"$166,758",$129K,$138K,$194K,$230K,"$16,159","$16,159 Avg","$16,159 Avg","$170,000",Very High Confidence,8.3k,7.4k,31k,8.0k,2.8k
"san jose, ca",Microsoft,10000+ Employees,Company - Public (MSFT),$10+ billion (USD),"Redmond, WA",1975.0,Computer Hardware & Software,"Microsoft Data Scientist Salaries in San Jose, CA Area",0,"$146,438",$114K,$129K,$162K,$163K,"$18,904","$16,015 Avg","$16,015 Avg","$156,498",Very High Confidence,34k,9.8k,90k,11k,12k
"san jose, ca",Intuit,5001 to 10000 Employees,Company - Public (INTU),$5 to $10 billion (USD),"Mountain View, CA",1983.0,Computer Hardware & Software,"Intuit Data Scientist Salaries in San Jose, CA Area",0,"$146,328",$117K,$133K,$150K,$151K,"$27,976","$27,976 Avg","$27,976 Avg","$149,982",Very High Confidence,7.1k,26k,11k,1.6k,2.5k
