City,Company,Size,Type,Revenue,Headquarter,Founded,Industry,Job,Internship,Base_Pay,Low,25_%,75_%,High,Additional_Pay_Avg,Cash_Bonus,Stock_Bonus,Total_Pay,Confidence,Reviews,Jobs,Salaries,Interviews,Benefits
"indianapolis, in",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"indianapolis, in",Rang Technologies,51 to 200 Employees,Company - Private,$10 to $25 million (USD),"Piscataway, NJ",2005.0,IT Services,"Rang Technologies Data Scientist Salaries in Indianapolis, IN Area",0,"$82,407 - $89,691",0,0,0,0,0,0,0,0,Low Confidence,185,10,211,23,7
"indianapolis, in",Fusion Alliance,501 to 1000 Employees,Company - Private,Unknown / Non-Applicable,"Indianapolis, IN",1994.0,IT Services,"Fusion Alliance Data Scientist Salaries in Indianapolis, IN Area",0,"$82,819 - $89,553",0,0,0,0,0,0,0,0,Low Confidence,84,0,122,20,26
"indianapolis, in",Odyssey,51 to 200 Employees,Company - Private,Unknown / Non-Applicable,"Indianapolis, IN",2009.0,Publishing,"Odyssey Data Scientist Salaries in Indianapolis, IN Area",0,"$119,233 - $129,349",0,0,0,0,"$11,257",0,0,0,Low Confidence,231,0,91,51,19
"indianapolis, in",Reliance Industries,10000+ Employees,Company - Public (RIL),$10+ billion (USD),"Mumbai, India",1977.0,Energy,"Reliance Industries Data Scientist Salaries in Indianapolis, IN Area",PART TIME,"$59,919 - $64,648",0,0,0,0,0,0,0,0,Low Confidence,4.4k,14,4.1k,604,719
"indianapolis, in",Viral Launch,51 to 200 Employees,Company - Private,Unknown / Non-Applicable,"Indianapolis, IN",2014.0,Advertising & Marketing,"Viral Launch Data Scientist Salaries in Indianapolis, IN Area",0,"$104,952 - $113,444",0,0,0,0,0,0,0,0,Low Confidence,21,1,26,13,1
"indianapolis, in",ClearObject,51 to 200 Employees,Company - Private,Unknown / Non-Applicable,"Fishers, IN",,0,"ClearObject Data Scientist Salaries in Indianapolis, IN Area",0,"$69,336 - $74,875",0,0,0,0,0,0,0,0,Low Confidence,9,0,20,0,2
"indianapolis, in",High Alpha,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,"Indianapolis, IN",,0,"High Alpha Data Scientist Salaries in Indianapolis, IN Area",0,"$97,919 - $106,736",0,0,0,0,0,0,0,0,Low Confidence,1,2,15,0,0
"indianapolis, in",Testing Testing 1-2-3,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,"Redmond, WA",,0,"Testing Testing 1-2-3 Data Scientist Salaries in Indianapolis, IN Area",0,"$162,730 - $174,206",0,0,0,0,0,0,0,0,Low Confidence,5,0,17,2,2
"indianapolis, in",Cummins,10000+ Employees,Company - Public (CMI),$10+ billion (USD),"Columbus, IN",1919.0,Transportation Equipment Manufacturing,"Cummins Senior Data Scientist Salaries in Indianapolis, IN Area",0,"$90,565",$82K,$85K,$96K,$101K,0,0,0,"$90,565",Very High Confidence,5.5k,1.5k,11k,1.4k,1.6k
"indianapolis, in",AES Corporation,5001 to 10000 Employees,Company - Public (AES),$10+ billion (USD),"Arlington, VA",1981.0,Utilities,"AES Corporation Data Science Salaries in Indianapolis, IN Area",INTERNSHIP,"$42,107 - $46,135",0,0,0,0,0,0,0,0,Low Confidence,581,182,0,49,194
"indianapolis, in",Crowe,1001 to 5000 Employees,Company - Private,$500 million to $1 billion (USD),"Chicago, IL",1942.0,Accounting,"Crowe Senior Data Scientist Salaries in Indianapolis, IN Area",0,"$113,679 - $132,327",0,0,0,0,"$6,998",0,0,0,Low Confidence,1.8k,1.7k,3.9k,562,373
"indianapolis, in",Resultant,201 to 500 Employees,Company - Private,Unknown / Non-Applicable,"Indianapolis, IN",2008.0,Consulting,"Resultant Senior Data Scientist Salaries in Indianapolis, IN Area",0,"$141,407 - $164,372",0,0,0,0,"$14,130",0,0,0,Low Confidence,40,55,86,13,17
"indianapolis, in",Eli Lilly and Company,10000+ Employees,Company - Public (LLY),$10+ billion (USD),"Indianapolis, IN",1876.0,Biotech & Pharmaceuticals,"Eli Lilly and Company Principal Data Scientist Salaries in Indianapolis, IN Area",0,"$132,433 - $162,899",0,0,0,0,0,0,0,0,Low Confidence,3.1k,893,4.9k,758,977
"indianapolis, in",Labcorp,10000+ Employees,Company - Public (LH),$10+ billion (USD),"Burlington, NC",1995.0,Research & Development,"Labcorp Data Science Salaries in Indianapolis, IN Area",INTERNSHIP,"$52,039 - $55,578",0,0,0,0,0,0,0,0,Low Confidence,5.6k,3.1k,0,1.3k,1.5k
"irvine, ca",Boston Consulting Group,10000+ Employees,Company - Private,$5 to $10 billion (USD),"Boston, MA",1963.0,Consulting,"Boston Consulting Group Data Scientist Salaries in Los Angeles, CA Area",0,"$138,798",$125K,$126K,$148K,$148K,"$22,409","$16,007 Avg","$16,007 Avg","$143,643",Very High Confidence,4.8k,938,9.3k,2.4k,1.0k
"irvine, ca",Boston Consulting Group,10000+ Employees,Company - Private,$5 to $10 billion (USD),"Boston, MA",1963.0,Consulting,"Boston Consulting Group Data Scientist Salaries in Los Angeles, CA Area",0,"$138,798",$125K,$126K,$148K,$148K,"$22,409","$16,007 Avg","$16,007 Avg","$143,643",Very High Confidence,4.8k,938,9.3k,2.4k,1.0k
"irvine, ca",Hulu,1001 to 5000 Employees,Company - Private,$1 to $2 billion (USD),"Santa Monica, CA",2007.0,TV Broadcast & Cable Networks,"Hulu Data Scientist Salaries in Los Angeles, CA Area",0,"$149,737",$119K,$131K,$170K,$182K,"$33,584","$33,584 Avg","$33,584 Avg","$160,618",Very High Confidence,677,246,1.6k,389,204
"irvine, ca",Zest AI,51 to 200 Employees,Company - Private,$50 to $100 million (USD),"Burbank, CA",2009.0,Financial Analytics & Research,"Zest AI Data Scientist Salaries in Los Angeles, CA Area",0,"$118,111",$101K,$115K,$153K,$172K,"$3,081","$3,081 Avg","$3,081 Avg","$118,111",Very High Confidence,34,0,120,42,27
"irvine, ca",NASA Jet Propulsion Laboratory,5001 to 10000 Employees,Nonprofit Organization,Unknown / Non-Applicable,"Pasadena, CA",1936.0,Federal Agencies,"NASA Jet Propulsion Laboratory Data Scientist Salaries in Los Angeles, CA Area",0,"$117,575",$106K,$115K,$144K,$144K,0,0,0,"$117,575",Very High Confidence,1.1k,133,1.9k,259,149
"irvine, ca",Amgen,10000+ Employees,Company - Public (AMGN),$10+ billion (USD),"Thousand Oaks, CA",1980.0,Biotech & Pharmaceuticals,"Amgen Data Scientist Salaries in Los Angeles, CA Area",0,"$128,161",$104K,$109K,$138K,$142K,"$16,034","$16,034 Avg","$16,034 Avg","$128,560",Very High Confidence,3.0k,1.1k,6.7k,634,1.4k
"irvine, ca",Oracle,10000+ Employees,Company - Public (ORCL),$10+ billion (USD),"Redwood City, CA",1977.0,Enterprise Software & Network Solutions,"Oracle Data Scientist Salaries in Los Angeles, CA Area",0,"$182,900",$183K,0,0,$183K,0,0,0,"$182,900",Very High Confidence,36k,12k,79k,6.3k,13k
"irvine, ca",Southern California Edison,10000+ Employees,Subsidiary or Business Segment,$10+ billion (USD),"Rosemead, CA",1879.0,Utilities,"Southern California Edison Data Scientist Salaries in Los Angeles, CA Area",0,"$121,854",$81K,$86K,$141K,$147K,"$17,250","$17,250 Avg","$17,250 Avg","$128,708",Very High Confidence,1.4k,134,2.2k,358,548
"irvine, ca",Google,10000+ Employees,Company - Public (GOOG),$10+ billion (USD),"Mountain View, CA",1998.0,Internet,"Google Data Scientist Salaries in Los Angeles, CA Area",0,"$109,199",$77K,$91K,$144K,$217K,0,0,0,"$109,199",Very High Confidence,25k,4.0k,64k,14k,6.4k
"irvine, ca",Horkus Solutions,1 to 50 Employees,Company - Public,$5 to $10 million (USD),"Spring, TX",2016.0,0,"Horkus Solutions Data Scientist Salaries in Los Angeles, CA Area",0,"$82,501",$79K,$79K,$107K,$141K,0,0,0,"$82,501",Very High Confidence,3,0,133,0,0
"irvine, ca",Amazon,10000+ Employees,Company - Public (AMZN),$10+ billion (USD),"Seattle, WA",1994.0,Internet,"Amazon Data Scientist Salaries in Los Angeles, CA Area",0,"$145,897",$83K,$110K,$158K,$166K,"$32,062","$18,898 Avg","$18,898 Avg","$151,632",Very High Confidence,91k,144k,171k,34k,20k
"irvine, ca",Edmunds.com,201 to 500 Employees,Company - Private,$100 to $500 million (USD),"Santa Monica, CA",1966.0,Internet,"Edmunds.com Data Scientist Salaries in Los Angeles, CA Area",0,"$158,034",$117K,$140K,$180K,$183K,"$6,611","$6,611 Avg","$6,611 Avg","$158,034",High Confidence,332,28,466,72,118
"irvine, ca",IBM,10000+ Employees,Company - Public (IBM),$10+ billion (USD),"Armonk, NY",1911.0,IT Services,"IBM Data Scientist Salaries in Los Angeles, CA Area",0,"$114,730",$83K,$104K,$142K,$144K,"$47,698","$47,698 Avg","$47,698 Avg","$128,274",High Confidence,76k,19k,127k,11k,22k
"irvine, ca",Snap,1001 to 5000 Employees,Company - Public (SNAP),Unknown / Non-Applicable,"Santa Monica, CA",2011.0,Computer Hardware & Software,"Snap Data Scientist Salaries in Los Angeles, CA Area",0,"$150,159",$132K,$137K,$170K,$177K,$17,$741 Avg,$741 Avg,"$150,159",High Confidence,475,522,1.5k,456,160
"irvine, ca",Riot Games,1001 to 5000 Employees,Company - Private,Unknown / Non-Applicable,"Los Angeles, CA",2006.0,Video Games,"Riot Games Data Scientist Salaries in Los Angeles, CA Area",0,"$149,116",$96K,$108K,$181K,$246K,"$26,593","$26,593 Avg","$26,593 Avg","$151,956",High Confidence,777,370,1.5k,684,271
"irvine, ca",TrueCar,501 to 1000 Employees,Company - Public (TRUE),$100 to $500 million (USD),"Santa Monica, CA",2005.0,Internet,"TrueCar Data Scientist Salaries in Los Angeles, CA Area",0,"$114,484",$16K,$79K,$128K,$150K,"$5,450","$5,450 Avg","$5,450 Avg","$117,209",High Confidence,321,27,437,101,141
"irvine, ca",Facebook,10000+ Employees,Company - Public (FB),$10+ billion (USD),"Menlo Park, CA",2004.0,Internet,"Facebook Data Scientist Salaries in Los Angeles, CA Area",0,"$193,022",$128K,$144K,$206K,$207K,0,0,0,"$193,022",Very High Confidence,8.3k,7.4k,31k,8.0k,2.8k
"irvine, ca",Uber,10000+ Employees,Company - Public (UBER),$10+ billion (USD),"San Francisco, CA",2009.0,Internet,"Uber Data Scientist Salaries in Los Angeles, CA Area",0,"$131,665",$94K,$113K,$136K,$139K,0,0,0,"$131,665",High Confidence,16k,173k,27k,4.0k,3.9k
"irvine, ca",Auto Club of Southern California,5001 to 10000 Employees,Company - Private,$5 to $10 billion (USD),"Los Angeles, CA",1900.0,Insurance Carriers,"Auto Club of Southern California Data Scientist Salaries in Los Angeles, CA Area",0,"$75,005",$72K,$73K,$81K,$81K,"$5,936","$5,936 Avg","$5,936 Avg","$80,138",High Confidence,851,412,1.1k,132,264
"irvine, ca",AT&T,10000+ Employees,Company - Public (T),$10+ billion (USD),"Dallas, TX",1983.0,Telecommunications Services,"AT&T Data Scientist Salaries in Los Angeles, CA Area",0,"$124,078",$102K,$107K,$129K,$131K,"$19,343","$12,336 Avg","$12,336 Avg","$128,249",High Confidence,30k,5.9k,48k,4.3k,12k
"irvine, ca",Northrop Grumman,10000+ Employees,Company - Public (NOC),$10+ billion (USD),"Falls Church, VA",1939.0,Aerospace & Defense,"Northrop Grumman Data Scientist Salaries in Los Angeles, CA Area",0,"$108,951",$100K,$101K,$152K,$165K,0,0,0,"$108,951",Low Confidence,7.8k,3.6k,19k,1.7k,2.2k
"irvine, ca",FabFitFun,501 to 1000 Employees,Company - Private,Unknown / Non-Applicable,"Los Angeles, CA",2010.0,"Health, Beauty, & Fitness","FabFitFun Data Scientist Salaries in Los Angeles, CA Area",0,"$150,061",$102K,$113K,$164K,$166K,0,0,0,"$150,061",Low Confidence,122,27,181,69,46
"irvine, ca",Tala,501 to 1000 Employees,Company - Private,Unknown / Non-Applicable,"Santa Monica, CA",2011.0,Lending,"Tala Data Scientist Salaries in Los Angeles, CA Area",0,"$82,786",$69K,$69K,$116K,$122K,0,0,0,"$82,786",Low Confidence,81,33,83,47,16
"irvine, ca",Agency Enterprise Studio,1 to 50 Employees,Company - Private,Unknown / Non-Applicable,"Marina del Rey, CA",2016.0,Internet,"Agency Enterprise Studio Data Scientist Salaries in Los Angeles, CA Area",0,"$141,811",$67K,$85K,$150K,$151K,"$10,268","$10,268 Avg","$10,268 Avg","$146,945",High Confidence,12,0,11,1,6
"irvine, ca",Apple,10000+ Employees,Company - Public (AAPL),$10+ billion (USD),"Cupertino, CA",1976.0,Computer Hardware & Software,"Apple Data Scientist Salaries in Los Angeles, CA Area",0,"$123,220 - $187,171",0,0,0,0,0,0,0,0,High Confidence,25k,7.6k,77k,9.1k,8.4k
"irvine, ca",Cognizant Technology Solutions,10000+ Employees,Company - Public (CTSH),$10+ billion (USD),"Teaneck, NJ",1994.0,Consulting,"Cognizant Technology Solutions Data Scientist Salaries in Los Angeles, CA Area",0,"$82,822 - $132,963",0,0,0,0,$1,0,0,0,Low Confidence,62k,3.4k,117k,9.7k,13k
"irvine, ca",Accenture,10000+ Employees,Company - Public (ACN),$10+ billion (USD),"Dublin, Ireland",1989.0,Consulting,"Accenture Data Scientist Salaries in Los Angeles, CA Area",0,"$115,519 - $212,741",0,0,0,0,"$2,692",0,0,0,High Confidence,95k,25k,135k,19k,24k
"irvine, ca",Cox Automotive,10000+ Employees,Company - Private,Unknown / Non-Applicable,"Atlanta, GA",2014.0,IT Services,"Cox Automotive Data Scientist Salaries in Los Angeles, CA Area",0,"$90,911 - $122,998",0,0,0,0,0,0,0,0,Low Confidence,1.1k,790,2.4k,180,605
"irvine, ca",Capital Group,5001 to 10000 Employees,Company - Private,$1 to $2 billion (USD),"Los Angeles, CA",1931.0,Investment Banking & Asset Management,"Capital Group Data Scientist Salaries in Los Angeles, CA Area",0,"$126,161 - $170,491",0,0,0,0,"$62,809",0,0,0,High Confidence,1.6k,189,2.3k,478,669
"irvine, ca",Blizzard Entertainment,1001 to 5000 Employees,Subsidiary or Business Segment,$1 to $2 billion (USD),"Irvine, CA",1991.0,Video Games,"Blizzard Entertainment Data Scientist Salaries in Los Angeles, CA Area",0,"$86,963 - $126,328",0,0,0,0,"$5,134",0,0,0,Low Confidence,1.1k,540,2.4k,417,386
"irvine, ca",Live Nation Entertainment,10000+ Employees,Company - Public (LYV),$5 to $10 billion (USD),"Beverly Hills, CA",2005.0,Music Production & Distribution,"Live Nation Entertainment Data Scientist Salaries in Los Angeles, CA Area",0,"$86,468 - $133,851",0,0,0,0,"$5,810",0,0,0,Low Confidence,1.4k,1.4k,2.2k,253,363
"irvine, ca",Warner Bros.,5001 to 10000 Employees,Company - Public (TWX),$10+ billion (USD),"Burbank, CA",1923.0,Motion Picture Production & Distribution,"Warner Bros. Data Scientist Salaries in Los Angeles, CA Area",0,"$99,590 - $124,233",0,0,0,0,"$12,423",0,0,0,Low Confidence,1.6k,11,2.5k,358,438
"irvine, ca",Mattel,10000+ Employees,Company - Public (MAT),$5 to $10 billion (USD),"El Segundo, CA",1945.0,Consumer Products Manufacturing,"Mattel Data Scientist Salaries in Los Angeles, CA Area",0,"$98,351 - $101,042",0,0,0,0,"$5,176",0,0,0,High Confidence,1.2k,728,1.9k,223,503
"irvine, ca",Apria Healthcare,5001 to 10000 Employees,Company - Public (APR),$2 to $5 billion (USD),"Lake Forest, CA",1924.0,Health Care Services & Hospitals,"Apria Healthcare Data Scientist Salaries in Los Angeles, CA Area",0,"$85,265 - $129,409",0,0,0,0,0,0,0,0,Low Confidence,1.1k,850,1.2k,159,313
"irvine, ca",Pacific Life,1001 to 5000 Employees,Company - Private,$5 to $10 billion (USD),"Newport Beach, CA",1868.0,Insurance Carriers,"Pacific Life Data Scientist Salaries in Los Angeles, CA Area",0,"$80,033 - $146,764",0,0,0,0,"$23,413",0,0,0,Low Confidence,467,78,953,115,146
"irvine, ca",BlackLine,1001 to 5000 Employees,Company - Public (BL),$100 to $500 million (USD),"Woodland Hills, CA",2001.0,Computer Hardware & Software,"BlackLine Data Scientist Salaries in Los Angeles, CA Area",0,"$107,307 - $136,341",0,0,0,0,0,0,0,0,Low Confidence,265,116,401,80,80
"irvine, ca",Appriss,501 to 1000 Employees,Company - Private,$100 to $500 million (USD),"Louisville, KY",1994.0,Enterprise Software & Network Solutions,"Appriss Data Scientist Salaries in Los Angeles, CA Area",0,"$126,581 - $130,000",0,0,0,0,"$6,503",0,0,0,High Confidence,267,9,281,19,80
"irvine, ca",Happy Money,51 to 200 Employees,Company - Private,Unknown / Non-Applicable,"Costa Mesa, CA",2009.0,Banks & Credit Unions,"Happy Money Data Scientist Salaries in Los Angeles, CA Area",0,"$112,568 - $139,499",0,0,0,0,0,0,0,0,Low Confidence,143,0,160,56,42
"irvine, ca",QuickBridge Funding,51 to 200 Employees,Company - Private,$100 to $500 million (USD),"Irvine, CA",2011.0,Lending,"QuickBridge Funding Data Scientist Salaries in Los Angeles, CA Area",0,"$84,077 - $138,282",0,0,0,0,"$4,841",0,0,0,Low Confidence,45,3,37,8,5
"irvine, ca",ListReports,1 to 50 Employees,Company - Private,$10 to $25 million (USD),"Orange, CA",2014.0,Real Estate,Data Scientist Salaries in MISSING VALUE,0,0,0,0,0,0,0,0,0,0,0,46,1,35,9,5
"irvine, ca",Genius Sports,1001 to 5000 Employees,Company - Public,Unknown / Non-Applicable,"London, United Kingdom",2001.0,Computer Hardware & Software,"Genius Sports Data Scientist Salaries in Los Angeles, CA Area",0,"$117,008 - $117,763",0,0,0,0,0,0,0,0,Low Confidence,141,61,177,42,41
"kansas city, mo",Cerner,10000+ Employees,Company - Public (CERN),$5 to $10 billion (USD),"Kansas City, MO",1979.0,Computer Hardware & Software,"Cerner Data Scientist Salaries in Kansas City, MO Area",0,"$107,381",$95K,$101K,$117K,$124K,0,0,0,"$107,381",Very High Confidence,7.3k,790,14k,2.6k,2.5k
"kansas city, mo",Cerner,10000+ Employees,Company - Public (CERN),$5 to $10 billion (USD),"Kansas City, MO",1979.0,Computer Hardware & Software,"Cerner Data Scientist Salaries in Kansas City, MO Area",0,"$107,381",$95K,$101K,$117K,$124K,0,0,0,"$107,381",Very High Confidence,7.3k,790,14k,2.6k,2.5k
"kansas city, mo",T-Mobile,10000+ Employees,Company - Public (TMUS),$10+ billion (USD),"Bellevue, WA",2001.0,Telecommunications Services,"T-Mobile Data Scientist Salaries in Kansas City, MO Area",0,"$89,570",$85K,$86K,$101K,$110K,"$8,387","$8,387 Avg","$8,387 Avg","$93,000",Very High Confidence,13k,3.7k,20k,2.2k,4.3k
"kansas city, mo",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kansas city, mo",Hallmark,10000+ Employees,Company - Private,$2 to $5 billion (USD),"Kansas City, MO",1910.0,Consumer Products Manufacturing,"Hallmark Data Scientist Salaries in Kansas City, MO Area",0,"$108,551",$104K,$104K,$115K,$117K,"$13,759","$13,759 Avg","$13,759 Avg","$111,333",High Confidence,2.3k,1.5k,3.0k,445,539
"kansas city, mo",C2FO,501 to 1000 Employees,Company - Private,$50 to $100 million (USD),"Leawood, KS",2008.0,Investment Banking & Asset Management,"C2FO Data Scientist Salaries in Kansas City, MO Area",0,"$108,886",$82K,$89K,$114K,$116K,"$10,790","$10,790 Avg","$10,790 Avg","$113,886",High Confidence,84,884,98,29,11
"kansas city, mo",H&R Block,10000+ Employees,Company - Public (HRB),$2 to $5 billion (USD),"Kansas City, MO",1955.0,Other Retail Stores,"H&R Block Data Scientist Salaries in Kansas City, MO Area",0,"$63,822 - $126,161",0,0,0,0,"$6,290",0,0,0,High Confidence,5.0k,21k,9.1k,846,1.1k
"kansas city, mo",Intouch Group,1001 to 5000 Employees,Company - Private,$100 to $500 million (USD),"Overland Park, KS",1999.0,Advertising & Marketing,"Intouch Group Data Scientist Salaries in Kansas City, MO Area",0,"$97,769 - $117,382",0,0,0,0,"$6,798",0,0,0,Low Confidence,252,151,668,56,91
"kansas city, mo",PK,1001 to 5000 Employees,Company - Private,$100 to $500 million (USD),"Omaha, NE",2004.0,IT Services,"PK Data Scientist Salaries in Kansas City, MO Area",0,"$82,010 - $94,261",0,0,0,0,"$5,000",0,0,0,Low Confidence,804,189,2.4k,219,222
"kansas city, mo",SS&C,10000+ Employees,Company - Public (SSNC),$2 to $5 billion (USD),"Windsor, CT",1986.0,Computer Hardware & Software,"SS&C Data Scientist Salaries in Kansas City, MO Area",0,"$80,083 - $90,663",0,0,0,0,0,0,0,0,Low Confidence,1.5k,746,2.5k,281,512
"kansas city, mo",Saint Luke's Health System,5001 to 10000 Employees,Nonprofit Organization,$100 to $500 million (USD),"Kansas City, MO",,Health Care Services & Hospitals,"Saint Luke's Health System Data Scientist Salaries in Kansas City, MO Area",0,"$91,514 - $101,814",0,0,0,0,0,0,0,0,Low Confidence,397,846,709,51,117
"kansas city, mo",Federal Reserve Bank of Kansas City,1001 to 5000 Employees,Company - Private,$1 to $2 billion (USD),"Kansas City, MO",1914.0,Banks & Credit Unions,"Federal Reserve Bank of Kansas City Data Scientist Salaries in Kansas City, MO Area",0,"$59,793 - $90,362",0,0,0,0,"$10,187",0,0,0,Low Confidence,171,57,383,66,50
"kansas city, mo",IBM,10000+ Employees,Company - Public (IBM),$10+ billion (USD),"Armonk, NY",1911.0,IT Services,"IBM Data Scientist Salaries in Kansas City, MO Area",0,"$166,016 - $179,537",0,0,0,0,"$20,852",0,0,0,Low Confidence,76k,19k,127k,11k,22k
"kansas city, mo",Tata Consultancy Services,10000+ Employees,Company - Public (TCSN),$10+ billion (USD),"Mumbai, India",1968.0,Computer Hardware & Software,"Tata Consultancy Services Data Scientist Hourly Pay in Kansas City, MO Area",CONTRACTOR,$47 - $50,0,0,0,0,0,0,0,0,Low Confidence,78k,92,118k,13k,17k
"kansas city, mo",Google,10000+ Employees,Company - Public (GOOG),$10+ billion (USD),"Mountain View, CA",1998.0,Internet,"Google Data Scientist Salaries in Kansas City, MO Area",0,"$100,691 - $107,451",0,0,0,0,0,0,0,0,Low Confidence,25k,4.1k,64k,14k,6.4k
"kansas city, mo",AIG,10000+ Employees,Company - Public (AIG),$10+ billion (USD),"New York, NY",1919.0,Insurance Carriers,"AIG Data Scientist Salaries in Kansas City, MO Area",0,"$68,412 - $74,449",0,0,0,0,0,0,0,0,Low Confidence,6.1k,898,9.0k,1.3k,2.6k
"kansas city, mo",Merck,10000+ Employees,Company - Public (MRK),$10+ billion (USD),"Kenilworth, NJ",1891.0,Biotech & Pharmaceuticals,"Merck Data Scientist Salaries in Kansas City, MO Area",0,"$85,382 - $91,886",0,0,0,0,"$7,065",0,0,0,Low Confidence,4.8k,550,8.7k,974,1.2k
"kansas city, mo",John Deere,10000+ Employees,Company - Public (DE),$10+ billion (USD),"Moline, IL",1837.0,Industrial Manufacturing,"John Deere Data Scientist Salaries in Kansas City, MO Area",0,"$91,947 - $98,495",0,0,0,0,"$6,350",0,0,0,Low Confidence,4.1k,858,6.0k,794,1.1k
"kansas city, mo",US Forest Service,10000+ Employees,Government,Unknown / Non-Applicable,"Washington, DC",1905.0,Federal Agencies,"US Forest Service Data Scientist Salaries in Kansas City, MO Area",0,"$107,305 - $116,537",0,0,0,0,0,0,0,0,Low Confidence,692,282,2.9k,72,92
"kansas city, mo",Garmin,10000+ Employees,Company - Public (GRMN),$2 to $5 billion (USD),"Olathe, KS",1989.0,Consumer Products Manufacturing,"Garmin Data Scientist Salaries in Kansas City, MO Area",0,"$82,047 - $89,146",0,0,0,0,0,0,0,0,Low Confidence,1.1k,389,2.7k,522,592
"kansas city, mo",PRA Health Sciences,10000+ Employees,Company - Public (PRAH),$2 to $5 billion (USD),"Raleigh, NC",1976.0,Biotech & Pharmaceuticals,"PRA Health Sciences Data Scientist Salaries in Kansas City, MO Area",0,"$102,852 - $109,811",0,0,0,0,0,0,0,0,Low Confidence,1.6k,972,3.1k,351,609
"kansas city, mo",SelectQuote,1001 to 5000 Employees,Company - Public (SLQT),$100 to $500 million (USD),"Overland Park, KS",1985.0,Insurance Agencies & Brokerages,"SelectQuote Data Scientist Hourly Pay in Kansas City, MO Area",CONTRACTOR,$52 - $57,0,0,0,0,0,0,0,0,Low Confidence,707,722,1.7k,135,197
"kansas city, mo",Lockton Companies,5001 to 10000 Employees,Company - Private,$1 to $2 billion (USD),"Kansas City, MO",1966.0,Insurance Agencies & Brokerages,"Lockton Companies Data Scientist Salaries in Kansas City, MO Area",0,"$96,533 - $104,986",0,0,0,0,"$5,440",0,0,0,Low Confidence,930,245,1.7k,190,251
"kansas city, mo",Commerce Bank,1001 to 5000 Employees,Company - Public (CBSH),$1 to $2 billion (USD),"Kansas City, MO",1865.0,Banks & Credit Unions,"Commerce Bank Data Scientist Salaries in Kansas City, MO Area",INTERNSHIP,"$38,882 - $41,946",0,0,0,0,0,0,0,0,Low Confidence,618,404,0,104,123
"kansas city, mo",Commerce Bank,1001 to 5000 Employees,Company - Public (CBSH),$1 to $2 billion (USD),"Kansas City, MO",1865.0,Banks & Credit Unions,"Commerce Bank Data Scientist Salaries in Kansas City, MO Area",0,"$83,390 - $91,244",0,0,0,0,0,0,0,0,Low Confidence,618,404,1.2k,104,123
"kansas city, mo",0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"kansas city, mo",University of Kansas Medical Center,1001 to 5000 Employees,Nonprofit Organization,$100 to $500 million (USD),"Kansas City, KS",,Health Care Services & Hospitals,"University of Kansas Medical Center Data Scientist Hourly Pay in Kansas City, MO Area",0,$44 - $48,0,0,0,0,0,0,0,0,Low Confidence,424,189,1.1k,57,107
"kansas city, mo",Children's Mercy Hospitals and Clinics,5001 to 10000 Employees,Hospital,Unknown / Non-Applicable,"Kansas City, MO",1897.0,Health Care Services & Hospitals,"Children's Mercy Hospitals and Clinics Data Scientist Salaries in Kansas City, MO Area",0,"$82,978 - $89,375",0,0,0,0,0,0,0,0,Low Confidence,359,198,733,70,85
"kansas city, mo",Ascend Learning,1001 to 5000 Employees,Company - Private,$100 to $500 million (USD),"Burlington, MA",,Education Training Services,"Ascend Learning Data Scientist Salaries in Kansas City, MO Area",0,"$101,688 - $109,909",0,0,0,0,0,0,0,0,Low Confidence,308,102,637,66,99
"kansas city, mo",University of Missouri-Kansas City,5001 to 10000 Employees,College / University,Unknown / Non-Applicable,"Kansas City, MO",1839.0,Colleges & Universities,"University of Missouri-Kansas City Data Scientist Salaries in Kansas City, MO Area",0,"$82,735 - $90,702",0,0,0,0,0,0,0,0,Low Confidence,371,57,492,38,117
"kansas city, mo",Waddell & Reed,1001 to 5000 Employees,Company - Public (WDR),$1 to $2 billion (USD),"Overland Park, KS",1937.0,Investment Banking & Asset Management,"Waddell & Reed Data Scientist Salaries in Kansas City, MO Area",0,"$110,135 - $120,960",0,0,0,0,"$5,264",0,0,0,Low Confidence,580,0,512,244,139
"kansas city, mo",Nerdery,201 to 500 Employees,Company - Private,$50 to $100 million (USD),"Minneapolis, MN",2003.0,Computer Hardware & Software,"Nerdery Data Scientist Salaries in Kansas City, MO Area",0,"$81,316 - $87,813",0,0,0,0,0,0,0,0,Low Confidence,190,4,444,77,67
"kansas city, mo",Baanyan Software Services,51 to 200 Employees,Company - Private,$5 to $10 million (USD),"Edison, NJ",,Consulting,"Baanyan Software Services Data Scientist Salaries in Kansas City, MO Area",0,"$75,634 - $81,859",0,0,0,0,0,0,0,0,Low Confidence,53,0,435,25,11
"kansas city, mo",A Place for Mom,501 to 1000 Employees,Company - Private,Unknown / Non-Applicable,"New York, NY",2000.0,Health Care Services & Hospitals,"A Place for Mom Data Scientist Salaries in Kansas City, MO Area",0,"$112,691 - $121,888",0,0,0,0,"$15,280",0,0,0,Low Confidence,552,219,443,71,118
